epoch,step,test_acc,test_loss,train_acc,train_loss,val_acc,val_loss
0,39,,,,,0.4050000011920929,1.6532896757125854
0,39,,,0.28380000591278076,1.9484339952468872,,
1,79,,,,,0.40299999713897705,1.580338954925537
1,79,,,0.420199990272522,1.5629242658615112,,
2,119,,,,,0.4659999907016754,1.4974783658981323
2,119,,,0.4580000042915344,1.4605722427368164,,
3,159,,,,,0.4569999873638153,1.4470806121826172
3,159,,,0.48539999127388,1.3848580121994019,,
4,199,,,,,0.5130000114440918,1.3120990991592407
4,199,,,0.5338000059127808,1.2787127494812012,,
5,239,,,,,0.5099999904632568,1.3555909395217896
5,239,,,0.5618000030517578,1.2129850387573242,,
6,279,,,,,0.5189999938011169,1.2600454092025757
6,279,,,0.5738000273704529,1.1525177955627441,,
7,319,,,,,0.5600000023841858,1.2577093839645386
7,319,,,0.6010000109672546,1.0986984968185425,,
8,359,,,,,0.5580000281333923,1.249247431755066
8,359,,,0.621399998664856,1.0478318929672241,,
9,399,,,,,0.550000011920929,1.262600064277649
9,399,,,0.6399999856948853,0.9894102811813354,,
10,439,,,,,0.5789999961853027,1.204333782196045
10,439,,,0.6531999707221985,0.9572409987449646,,
11,479,,,,,0.550000011920929,1.2778229713439941
11,479,,,0.6571999788284302,0.9551438689231873,,
12,519,,,,,0.5910000205039978,1.201704740524292
12,519,,,0.6772000193595886,0.902988076210022,,
13,559,,,,,0.5839999914169312,1.2534587383270264
13,559,,,0.6966000199317932,0.8509054780006409,,
14,599,,,,,0.5950000286102295,1.204223394393921
14,599,,,0.7135999798774719,0.8163734078407288,,
15,639,,,,,0.5849999785423279,1.175176978111267
15,639,,,0.7174000144004822,0.796547532081604,,
16,679,,,,,0.6019999980926514,1.1774078607559204
16,679,,,0.7364000082015991,0.7538509964942932,,
17,719,,,,,0.6000000238418579,1.2142232656478882
17,719,,,0.7368000149726868,0.7370855212211609,,
18,759,,,,,0.5960000157356262,1.219746708869934
18,759,,,0.741599977016449,0.7180001139640808,,
19,799,,,,,0.6140000224113464,1.22307288646698
19,799,,,0.7426000237464905,0.7014937400817871,,
20,839,,,,,0.597000002861023,1.1980093717575073
20,839,,,0.7617999911308289,0.6740928292274475,,
21,879,,,,,0.6010000109672546,1.2105083465576172
21,879,,,0.7789999842643738,0.6094948649406433,,
22,919,,,,,0.5870000123977661,1.2758171558380127
22,919,,,0.7864000201225281,0.6127845644950867,,
23,959,,,,,0.6240000128746033,1.217887282371521
23,959,,,0.7843999862670898,0.597749650478363,,
24,999,,,,,0.6200000047683716,1.1563267707824707
24,999,,,0.7901999950408936,0.6045381426811218,,
25,1039,,,,,0.6119999885559082,1.2230417728424072
25,1039,,,0.8027999997138977,0.5554267168045044,,
26,1079,,,,,0.6010000109672546,1.2767075300216675
26,1079,,,0.8158000111579895,0.5334973335266113,,
27,1119,,,,,0.6140000224113464,1.2733098268508911
27,1119,,,0.8051999807357788,0.5616104602813721,,
28,1159,,,,,0.6100000143051147,1.2826478481292725
28,1159,,,0.8324000239372253,0.47766396403312683,,
29,1199,,,,,0.6129999756813049,1.3095465898513794
29,1199,,,0.842199981212616,0.44840848445892334,,
30,1239,,,,,0.6240000128746033,1.310270071029663
30,1239,,,0.8406000137329102,0.45568612217903137,,
31,1279,,,,,0.625,1.2826035022735596
31,1279,,,0.8417999744415283,0.45514750480651855,,
32,1319,,,,,0.6290000081062317,1.2583400011062622
32,1319,,,0.8496000170707703,0.43743184208869934,,
33,1359,,,,,0.6209999918937683,1.3327109813690186
33,1359,,,0.8640000224113464,0.40396684408187866,,
34,1399,,,,,0.6050000190734863,1.4229062795639038
34,1399,,,0.8583999872207642,0.3979499042034149,,
35,1439,,,,,0.6200000047683716,1.3533892631530762
35,1439,,,0.8518000245094299,0.4291021525859833,,
36,1479,,,,,0.5989999771118164,1.4705837965011597
36,1479,,,0.8697999715805054,0.36633360385894775,,
37,1519,,,,,0.6240000128746033,1.407495379447937
37,1519,,,0.8651999831199646,0.3707091510295868,,
38,1559,,,,,0.6259999871253967,1.421992301940918
38,1559,,,0.8870000243186951,0.3320958912372589,,
39,1599,,,,,0.6100000143051147,1.5244038105010986
39,1599,,,0.8921999931335449,0.3187636435031891,,
40,1639,,,,,0.6110000014305115,1.4545975923538208
40,1639,,,0.8942000269889832,0.30620136857032776,,
41,1679,,,,,0.628000020980835,1.4921505451202393
41,1679,,,0.8912000060081482,0.3173328638076782,,
42,1719,,,,,0.6259999871253967,1.5385570526123047
42,1719,,,0.9039999842643738,0.27596181631088257,,
43,1759,,,,,0.6169999837875366,1.5457960367202759
43,1759,,,0.8867999911308289,0.3096385598182678,,
44,1799,,,,,0.6169999837875366,1.560706615447998
44,1799,,,0.8858000040054321,0.3186783194541931,,
45,1839,,,,,0.6179999709129333,1.6208784580230713
45,1839,,,0.8956000208854675,0.29679450392723083,,
46,1879,,,,,0.6169999837875366,1.6414446830749512
46,1879,,,0.9132000207901001,0.2617676854133606,,
47,1919,,,,,0.625,1.660471796989441
47,1919,,,0.8998000025749207,0.2861884534358978,,
48,1959,,,,,0.6290000081062317,1.6548166275024414
48,1959,,,0.9178000092506409,0.23025444149971008,,
49,1999,,,,,0.6179999709129333,1.7329262495040894
49,1999,,,0.9259999990463257,0.2218008041381836,,
50,2000,0.6408571600914001,1.2266737222671509,,,,
