Year,Month,Day,Hour,Min,Ararat,Ararat Edits,Boco,Boco Edits,Silverton,Silverton Edits
2020,5,24,18,10,5.992800,0,0.501600,0,4.818000,0
2020,5,24,18,20,6.131400,0,0.475200,0,4.389000,1
2020,5,24,18,30,6.230400,0,0.561000,0,4.375800,0
2020,5,24,18,40,6.243600,0,0.528000,0,3.993000,0
2020,5,24,18,50,6.237000,0,0.653400,0,3.649800,0
2020,5,24,19,0,6.270000,0,0.950400,0,3.346200,0
2020,5,24,19,10,6.296400,0,0.910800,0,3.148200,0
2020,5,24,19,20,6.223800,0,0.712800,0,2.989800,0
2020,5,24,19,30,6.124800,0,0.653400,0,2.871000,0
2020,5,24,19,40,6.012600,0,0.844800,0,2.838000,0
2020,5,24,19,50,5.834400,0,0.970200,0,2.917200,0
2020,5,24,20,0,5.590200,0,0.996600,0,3.055800,0
2020,5,24,20,10,5.352600,0,0.957000,0,3.194400,0
2020,5,24,20,20,5.187600,0,0.910800,0,3.359400,0
2020,5,24,20,30,5.016000,0,0.917400,0,3.511200,0
2020,5,24,20,40,4.851000,0,0.745800,0,3.610200,0
2020,5,24,20,50,4.705800,0,0.732600,0,3.722400,0
2020,5,24,21,0,4.540800,0,0.567600,0,3.867600,0
2020,5,24,21,10,4.270200,0,0.686400,0,3.960000,0
2020,5,24,21,20,3.973200,0,0.732600,0,3.979800,0
2020,5,24,21,30,3.722400,0,0.838200,0,3.960000,0
2020,5,24,21,40,3.471600,0,0.910800,0,3.861000,0
2020,5,24,21,50,3.148200,0,0.607200,0,3.676200,0
2020,5,24,22,0,2.811600,0,0.488400,0,3.465000,0
2020,5,24,22,10,2.442000,0,0.554400,0,3.267000,0
2020,5,24,22,20,2.230800,0,0.798600,0,3.049200,0
2020,5,24,22,30,2.085600,0,0.831600,0,2.798400,0
2020,5,24,22,40,2.079000,0,0.567600,0,2.534400,0
2020,5,24,22,50,2.072400,0,0.679800,0,2.290200,0
2020,5,24,23,0,2.085600,0,0.745800,0,2.065800,0
2020,5,24,23,10,2.118600,0,0.976800,0,1.900800,0
2020,5,24,23,20,2.158200,0,1.346400,0,1.795200,0
2020,5,24,23,30,2.224200,0,1.379400,0,1.762200,0
2020,5,24,23,40,2.356200,0,1.221000,0,1.788600,0
2020,5,24,23,50,2.574000,0,1.577400,0,1.848000,0
2020,5,25,0,0,2.772000,0,1.438800,0,2.006400,0
2020,5,25,0,10,2.963400,0,1.471800,0,2.277000,0
2020,5,25,0,20,3.121800,0,1.498200,0,2.541000,0
2020,5,25,0,30,3.352800,0,1.821600,0,2.732400,0
2020,5,25,0,40,3.590400,0,1.841400,0,2.785200,0
2020,5,25,0,50,3.722400,0,1.537800,0,2.725800,0
2020,5,25,1,0,3.788400,0,1.280400,0,2.613600,0
2020,5,25,1,10,3.814800,0,1.181400,0,2.494800,0
2020,5,25,1,20,3.940200,0,1.075800,0,2.422200,0
2020,5,25,1,30,4.032600,0,0.904200,0,2.402400,0
2020,5,25,1,40,4.045800,0,0.745800,0,2.395800,0
2020,5,25,1,50,3.900600,0,0.739200,0,2.395800,0
2020,5,25,2,0,3.861000,0,0.712800,0,2.415600,0
2020,5,25,2,10,4.052400,0,0.785400,0,2.448600,0
2020,5,25,2,20,4.039200,0,0.976800,0,2.448600,0
2020,5,25,2,30,3.781800,0,1.122000,0,2.442000,0
2020,5,25,2,40,3.465000,0,1.161600,0,2.428800,0
2020,5,25,2,50,3.253800,0,1.227600,0,2.435400,0
2020,5,25,3,0,3.313200,0,1.174800,0,2.468400,0
2020,5,25,3,10,3.524400,0,1.003200,0,2.527800,0
2020,5,25,3,20,3.729000,0,0.904200,0,2.633400,0
2020,5,25,3,30,3.913800,0,0.917400,0,2.805000,0
2020,5,25,3,40,4.105200,0,0.943800,0,2.970000,0
2020,5,25,3,50,4.257000,0,0.937200,0,3.049200,0
2020,5,25,4,0,4.402200,0,0.983400,0,2.956800,0
2020,5,25,4,10,4.560600,0,0.818400,0,2.923800,0
2020,5,25,4,20,5.055600,0,0.752400,0,3.055800,0
2020,5,25,4,30,5.148000,0,1.069200,0,3.445200,0
2020,5,25,4,40,5.062200,0,1.260600,0,4.362600,0
2020,5,25,4,50,5.119400,1,1.399200,0,5.220600,0
2020,5,25,5,0,5.253600,0,1.531200,0,5.682600,0
2020,5,25,5,10,5.121600,0,1.590600,0,5.900400,0
2020,5,25,5,20,5.075400,0,1.887600,0,6.039000,0
2020,5,25,5,30,5.055600,0,2.131800,0,6.111600,0
2020,5,25,5,40,5.042400,0,2.290200,0,6.230400,0
2020,5,25,5,50,4.989600,0,2.461800,0,6.349200,0
2020,5,25,6,0,4.930200,0,2.521200,0,6.454800,0
2020,5,25,6,10,4.824600,0,2.475000,0,6.560400,0
2020,5,25,6,20,4.771800,0,2.442000,0,6.613200,0
2020,5,25,6,30,4.587000,0,2.402400,0,6.633000,0
2020,5,25,6,40,4.560600,0,2.389200,0,6.626400,0
2020,5,25,6,50,4.626600,0,2.402400,0,6.778200,0
2020,5,25,7,0,4.719000,0,2.435400,0,7.029000,0
2020,5,25,7,10,4.620000,0,2.547600,0,7.167600,0
2020,5,25,7,20,4.474800,0,2.679600,0,7.167600,0
2020,5,25,7,30,4.521000,0,2.725800,0,7.154400,0
2020,5,25,7,40,4.369200,0,2.666400,0,7.081800,0
2020,5,25,7,50,4.290000,0,2.554200,0,6.949800,0
2020,5,25,8,0,4.501200,0,2.461800,0,6.837600,0
2020,5,25,8,10,4.613400,0,2.442000,0,6.738600,0
2020,5,25,8,20,4.831200,0,2.534400,0,6.679200,0
2020,5,25,8,30,4.824600,0,2.527800,0,6.712200,0
2020,5,25,8,40,4.719000,0,2.336400,0,6.745200,0
2020,5,25,8,50,4.501200,0,2.349600,0,6.771600,0
2020,5,25,9,0,4.382400,0,2.224200,0,6.804600,0
2020,5,25,9,10,4.329600,0,2.145000,0,6.804600,0
2020,5,25,9,20,4.309800,0,2.290200,0,6.916800,0
2020,5,25,9,30,4.349400,0,2.158200,0,6.956400,0
2020,5,25,9,40,4.362600,0,2.283600,0,6.903600,0
2020,5,25,9,50,4.415400,0,2.415600,0,6.864000,0
2020,5,25,10,0,4.402200,0,2.085600,0,6.890400,0
2020,5,25,10,10,4.303200,0,1.914000,0,6.850800,0
2020,5,25,10,20,4.382400,0,1.887600,0,6.811200,0
2020,5,25,10,30,4.349400,0,1.900800,0,6.758400,0
2020,5,25,10,40,4.290000,0,1.933800,0,6.824400,0
2020,5,25,10,50,4.323000,0,2.059200,0,7.114800,0
2020,5,25,11,0,4.461600,0,2.105400,0,7.332600,0
2020,5,25,11,10,4.560600,0,2.006400,0,7.398600,0
2020,5,25,11,20,4.699200,0,1.874400,0,7.491000,0
2020,5,25,11,30,4.890600,0,1.749000,0,7.609800,0
2020,5,25,11,40,4.976400,0,1.577400,0,7.873800,0
2020,5,25,11,50,5.009400,0,1.333200,0,8.197200,0
2020,5,25,12,0,5.207400,0,1.089000,0,8.256600,0
2020,5,25,12,10,5.517600,0,0.970200,0,8.203800,0
2020,5,25,12,20,5.511000,0,0.640200,0,8.184000,0
2020,5,25,12,30,5.570400,0,0.884400,0,8.276400,0
2020,5,25,12,40,5.577000,0,0.831600,0,8.316000,0
2020,5,25,12,50,5.709000,0,0.745800,0,8.401800,0
2020,5,25,13,0,5.808000,0,0.666600,0,8.401800,0
2020,5,25,13,10,5.907000,0,0.653400,0,8.593200,0
2020,5,25,13,20,5.847600,0,0.858000,0,8.210400,0
2020,5,25,13,30,5.610000,0,0.963600,0,8.118000,0
2020,5,25,13,40,4.969800,0,1.214400,0,8.263200,0
2020,5,25,13,50,5.537400,0,1.082400,0,8.223600,0
2020,5,25,14,0,5.220600,0,0.778800,0,8.157600,0
2020,5,25,14,10,4.798200,0,0.844800,0,8.104800,0
2020,5,25,14,20,4.950000,0,0.811800,0,7.979400,0
2020,5,25,14,30,5.299800,0,0.699600,0,7.821000,0
2020,5,25,14,40,5.629800,0,0.745800,0,7.748400,0
2020,5,25,14,50,5.517600,0,0.818400,0,7.715400,0
2020,5,25,15,0,5.491200,0,0.601700,1,7.603200,0
2020,5,25,15,10,5.695800,0,0.422400,0,7.398600,0
2020,5,25,15,20,5.973000,0,0.600600,0,7.141200,0
2020,5,25,15,30,5.907000,0,0.323400,0,6.850800,0
2020,5,25,15,40,6.039000,0,0.310200,0,6.606600,0
2020,5,25,15,50,6.177600,0,0.343200,0,6.421800,0
2020,5,25,16,0,6.230400,0,0.283800,0,6.296400,0
2020,5,25,16,10,6.283200,0,0.217800,0,6.157800,0
2020,5,25,16,20,6.362400,0,0.283800,0,5.986200,0
2020,5,25,16,30,6.349200,0,0.415800,0,5.834400,0
2020,5,25,16,40,6.309600,0,0.468600,0,5.755200,0
2020,5,25,16,50,6.283200,0,0.462000,0,5.735400,0
2020,5,25,17,0,6.402000,0,0.396000,0,5.715600,0
2020,5,25,17,10,6.553800,0,0.349800,0,5.662800,0
2020,5,25,17,20,6.824400,0,0.363000,0,5.596800,0
2020,5,25,17,30,7.240200,0,0.363000,0,5.530800,0
2020,5,25,17,40,7.411800,0,0.382800,0,5.478000,0
2020,5,25,17,50,7.524000,0,0.396000,0,5.431800,0
2020,5,25,18,0,7.524000,0,0.402600,0,5.346000,0
2020,5,25,18,10,7.431600,0,0.389400,0,5.200800,0
2020,5,25,18,20,7.385400,0,0.409200,0,4.989600,0
2020,5,25,18,30,7.497600,0,0.462000,0,4.725600,0
2020,5,25,18,40,8.058600,0,0.462000,0,4.488000,0
2020,5,25,18,50,8.434800,0,0.448800,0,4.309800,0
2020,5,25,19,0,8.263200,0,0.475200,0,4.210800,0
2020,5,25,19,10,7.900200,0,0.415800,0,4.177800,0
2020,5,25,19,20,7.444800,0,0.363000,0,4.164600,0
2020,5,25,19,30,7.623000,0,0.330000,0,4.144800,0
2020,5,25,19,40,7.458000,0,0.310200,0,4.131600,0
2020,5,25,19,50,7.557000,0,0.237600,0,4.105200,0
2020,5,25,20,0,7.464600,0,0.151800,0,4.098600,0
2020,5,25,20,10,7.312800,0,0.125400,0,4.085400,0
2020,5,25,20,20,7.537200,0,0.158400,0,4.032600,0
2020,5,25,20,30,7.557000,0,0.165000,0,3.966600,0
2020,5,25,20,40,7.517400,0,0.211200,0,3.894000,0
2020,5,25,20,50,7.405200,0,0.257400,0,3.788400,0
2020,5,25,21,0,7.220400,0,0.283800,0,3.669600,0
2020,5,25,21,10,7.101600,0,0.316800,0,3.550800,0
2020,5,25,21,20,6.930000,0,0.369600,0,3.451800,0
2020,5,25,21,30,6.778200,0,0.422400,0,3.392400,0
2020,5,25,21,40,6.692400,0,0.481800,0,3.352800,0
2020,5,25,21,50,6.705600,0,0.541200,0,3.346200,0
2020,5,25,22,0,6.758400,0,0.567600,0,3.412200,0
2020,5,25,22,10,6.765000,0,0.600600,0,3.531000,0
2020,5,25,22,20,6.685800,0,0.653400,0,3.649800,0
2020,5,25,22,30,6.580200,0,0.679800,0,3.742200,0
2020,5,25,22,40,6.606600,0,0.752400,0,3.781800,0
2020,5,25,22,50,6.329400,0,0.831600,0,3.762000,0
2020,5,25,23,0,6.204000,0,0.871200,0,3.689400,0
2020,5,25,23,10,6.091800,0,0.844800,0,3.570600,0
2020,5,25,23,20,5.907000,0,0.818400,0,3.412200,0
2020,5,25,23,30,5.715600,0,0.825000,0,3.227400,0
2020,5,25,23,40,5.530800,0,0.877800,0,3.042600,0
2020,5,25,23,50,5.359200,0,0.877800,0,2.910600,0
2020,5,26,0,0,5.214000,0,0.831600,0,2.864400,0
2020,5,26,0,10,4.989600,0,0.785400,0,2.864400,0
2020,5,26,0,20,4.745400,0,0.719400,0,2.917200,0
2020,5,26,0,30,4.356000,0,0.706200,0,3.003000,0
2020,5,26,0,40,3.986400,0,0.752400,0,3.121800,0
2020,5,26,0,50,3.894000,0,0.811800,0,3.234000,0
2020,5,26,1,0,3.636600,0,0.884400,0,3.333000,0
2020,5,26,1,10,3.781800,0,0.884400,0,3.412200,0
2020,5,26,1,20,3.913800,0,0.844800,0,3.491400,0
2020,5,26,1,30,3.927000,0,0.759000,0,3.597000,0
2020,5,26,1,40,3.913800,0,0.613800,0,3.748800,0
2020,5,26,1,50,3.927000,0,0.468600,0,3.920400,0
2020,5,26,2,0,3.993000,0,0.310200,0,4.085400,0
2020,5,26,2,10,4.098600,0,0.264000,0,4.204200,0
2020,5,26,2,20,4.204200,0,0.270600,0,4.296600,0
2020,5,26,2,30,4.329600,0,0.250800,0,4.349400,0
2020,5,26,2,40,4.441800,0,0.204600,0,4.395600,0
2020,5,26,2,50,4.488000,0,0.132000,0,4.461600,0
2020,5,26,3,0,4.534200,0,0.132000,0,4.554000,0
2020,5,26,3,10,4.606800,0,0.151800,0,4.613400,0
2020,5,26,3,20,4.633200,0,0.171600,0,4.587000,0
2020,5,26,3,30,4.745400,0,0.184800,0,4.448400,0
2020,5,26,3,40,4.666200,0,0.224400,0,4.158000,0
2020,5,26,3,50,4.798200,0,0.277200,0,3.775200,0
2020,5,26,4,0,4.910400,0,0.297000,0,3.392400,0
2020,5,26,4,10,5.075400,0,0.316800,0,2.785200,0
2020,5,26,4,20,5.187600,0,0.389400,0,2.224200,0
2020,5,26,4,30,5.273400,0,0.455400,0,1.947000,0
2020,5,26,4,40,5.359200,0,0.415800,0,1.854600,0
2020,5,26,4,50,5.478000,0,0.356400,0,1.834800,0
2020,5,26,5,0,5.636400,0,0.349800,0,1.749000,0
2020,5,26,5,10,5.788200,0,0.389400,0,1.722600,0
2020,5,26,5,20,5.900400,0,0.481800,0,1.808400,0
2020,5,26,5,30,5.887200,0,0.561000,0,1.900800,0
2020,5,26,5,40,5.814600,0,0.660000,0,2.032800,0
2020,5,26,5,50,5.616600,0,0.792000,0,2.197800,0
2020,5,26,6,0,5.220600,0,0.996600,0,2.356200,0
2020,5,26,6,10,5.029200,0,1.326600,0,2.475000,0
2020,5,26,6,20,4.963200,0,1.650000,0,2.587200,0
2020,5,26,6,30,4.989600,0,1.960200,0,2.646600,0
2020,5,26,6,40,4.969800,0,2.244000,0,2.646600,0
2020,5,26,6,50,5.009400,0,2.230800,0,2.600400,0
2020,5,26,7,0,5.075400,0,2.230800,0,2.514600,0
2020,5,26,7,10,5.121600,0,2.356200,0,2.435400,0
2020,5,26,7,20,5.220600,0,2.369400,0,2.349600,0
2020,5,26,7,30,5.392200,0,2.310000,0,2.250600,0
2020,5,26,7,40,5.563800,0,2.092200,0,2.145000,0
2020,5,26,7,50,5.629800,0,2.026200,0,2.085600,0
2020,5,26,8,0,5.517600,0,2.131800,0,2.065800,0
2020,5,26,8,10,5.359200,0,2.178000,0,2.065800,0
2020,5,26,8,20,5.253600,0,2.184600,0,2.098800,0
2020,5,26,8,30,5.035800,0,2.257200,0,2.118600,0
2020,5,26,8,40,4.778400,0,2.389200,0,2.125200,0
2020,5,26,8,50,4.606800,0,2.613600,0,2.158200,0
2020,5,26,9,0,4.468200,0,2.904000,0,2.257200,0
2020,5,26,9,10,4.389000,0,3.187800,0,2.356200,0
2020,5,26,9,20,4.217400,0,3.385800,0,2.395800,0
2020,5,26,9,30,4.111800,0,3.412200,0,2.468400,0
2020,5,26,9,40,4.131600,0,3.359400,0,2.640000,0
2020,5,26,9,50,4.224000,0,3.141600,0,2.785200,0
2020,5,26,10,0,4.224000,0,3.141600,0,2.785200,0
2020,5,26,10,10,3.927000,0,3.293400,0,2.626800,0
2020,5,26,10,20,3.616800,0,3.544200,0,2.468400,0
2020,5,26,10,30,3.339600,0,3.861000,0,2.316600,0
2020,5,26,10,40,3.088800,0,4.191000,0,2.151600,0
2020,5,26,10,50,2.884200,0,4.514400,0,1.947000,0
2020,5,26,11,0,2.864400,0,4.547400,0,1.927200,0
2020,5,26,11,10,2.541000,0,4.494600,0,2.230800,0
2020,5,26,11,20,2.019600,0,5.095200,0,1.973400,0
2020,5,26,11,30,1.603800,0,5.847600,0,1.782000,0
2020,5,26,11,40,1.366200,0,6.864000,0,1.603800,0
2020,5,26,11,50,1.135200,0,7.359000,0,1.689600,0
2020,5,26,12,0,1.102200,0,6.408600,0,2.376000,0
2020,5,26,12,10,0.930600,0,6.052200,0,3.280200,0
2020,5,26,12,20,0.778800,0,6.329400,0,4.151400,0
2020,5,26,12,30,0.726000,0,6.461400,0,3.801600,0
2020,5,26,12,40,0.435600,0,6.190800,0,2.329800,0
2020,5,26,12,50,0.297000,0,6.270000,0,2.362800,0
2020,5,26,13,0,0.303600,0,5.867400,0,2.409000,0
2020,5,26,13,10,0.224400,0,5.821200,0,3.286800,0
2020,5,26,13,20,0.316800,0,5.794800,0,3.768600,0
2020,5,26,13,30,0.413600,1,5.801400,0,4.646400,0
2020,5,26,13,40,0.719400,0,5.946600,0,5.689200,0
2020,5,26,13,50,0.495000,0,6.131400,0,5.610000,0
2020,5,26,14,0,0.422400,0,6.303000,0,5.544000,0
2020,5,26,14,10,0.561000,0,6.276600,0,5.788200,0
2020,5,26,14,20,0.745800,0,6.204000,0,5.676000,0
2020,5,26,14,30,0.976800,0,6.415200,0,5.933400,0
2020,5,26,14,40,1.148400,0,6.897000,0,5.425200,0
2020,5,26,14,50,1.379400,0,6.969600,0,5.055600,0
2020,5,26,15,0,1.636800,0,6.560400,0,4.329600,0
2020,5,26,15,10,1.762200,0,6.362400,0,3.286800,0
2020,5,26,15,20,1.656600,0,6.534000,0,2.673000,0
2020,5,26,15,30,1.452000,0,6.613200,0,2.329800,0
2020,5,26,15,40,1.221000,0,6.461400,0,2.323200,0
2020,5,26,15,50,0.904200,0,6.421800,0,2.475000,0
2020,5,26,16,0,0.732600,0,6.626400,0,2.600400,0
2020,5,26,16,10,0.528000,0,6.666000,0,2.857800,0
2020,5,26,16,20,0.369600,0,6.890400,0,2.818200,0
2020,5,26,16,30,0.237600,0,6.593400,0,3.088800,0
2020,5,26,16,40,0.408100,1,6.072000,0,3.121800,0
2020,5,26,16,50,0.231000,0,5.610000,0,3.207600,0
2020,5,26,17,0,0.481800,0,5.220600,0,3.663000,0
2020,5,26,17,10,0.600600,0,4.659600,0,4.303200,0
2020,5,26,17,20,0.732600,0,4.059000,0,4.686000,0
2020,5,26,17,30,0.937200,0,3.385800,0,4.983000,0
2020,5,26,17,40,1.207800,0,3.042600,0,4.936800,0
2020,5,26,17,50,1.366200,0,2.448600,0,4.712400,0
2020,5,26,18,0,1.683000,0,1.907400,0,4.481400,0
2020,5,26,18,10,2.171400,0,1.511400,0,4.230600,0
2020,5,26,18,20,2.415600,0,1.161600,0,3.907200,0
2020,5,26,18,30,2.435400,0,1.122000,0,3.412200,0
2020,5,26,18,40,2.435400,0,1.062600,0,2.923800,0
2020,5,26,18,50,2.541000,0,1.227600,0,2.613600,0
2020,5,26,19,0,2.349600,0,1.438800,0,2.204400,0
2020,5,26,19,10,2.428800,0,1.511400,0,1.933800,0
2020,5,26,19,20,2.455200,0,1.656600,0,1.808400,0
2020,5,26,19,30,2.468400,0,1.683000,0,1.696200,0
2020,5,26,19,40,1.603800,0,1.762200,0,1.656600,0
2020,5,26,19,50,1.438800,0,1.867800,0,1.689600,0
2020,5,26,20,0,1.405800,0,2.065800,0,1.702800,0
2020,5,26,20,10,1.564200,0,2.237400,0,1.696200,0
2020,5,26,20,20,1.755600,0,2.541000,0,1.650000,0
2020,5,26,20,30,2.013000,0,2.732400,0,1.716000,0
2020,5,26,20,40,2.211000,0,2.844600,0,1.848000,0
2020,5,26,20,50,2.362800,0,2.831400,0,2.032800,0
2020,5,26,21,0,2.488200,0,2.890800,0,2.250600,0
2020,5,26,21,10,2.620200,0,2.917200,0,2.481600,0
2020,5,26,21,20,2.758800,0,3.036000,0,2.620200,0
2020,5,26,21,30,2.877600,0,3.425400,0,2.640000,0
2020,5,26,21,40,3.022800,0,3.722400,0,2.488200,0
2020,5,26,21,50,3.082200,0,3.979800,0,2.316600,0
2020,5,26,22,0,3.075600,0,4.164600,0,2.290200,0
2020,5,26,22,10,3.095400,0,4.290000,0,2.270400,0
2020,5,26,22,20,3.128400,0,4.263600,0,2.283600,0
2020,5,26,22,30,3.135000,0,4.276800,0,2.329800,0
2020,5,26,22,40,3.082200,0,4.270200,0,2.382600,0
2020,5,26,22,50,3.003000,0,4.217400,0,2.402400,0
2020,5,26,23,0,2.989800,0,4.164600,0,2.310000,0
2020,5,26,23,10,3.029400,0,4.111800,0,2.131800,0
2020,5,26,23,20,3.141600,0,3.999600,0,2.006400,0
2020,5,26,23,30,3.267000,0,3.907200,0,1.933800,0
2020,5,26,23,40,3.346200,0,3.781800,0,1.986600,0
2020,5,26,23,50,3.504600,0,3.544200,0,2.092200,0
2020,5,27,0,0,3.762000,0,3.379200,0,2.158200,0
2020,5,27,0,10,4.065600,0,3.267000,0,2.244000,0
2020,5,27,0,20,4.131600,0,3.115200,0,2.343000,0
2020,5,27,0,30,4.151400,0,2.976600,0,2.402400,0
2020,5,27,0,40,4.210800,0,2.877600,0,2.369400,0
2020,5,27,0,50,4.243800,0,2.824800,0,2.296800,0
2020,5,27,1,0,4.111800,0,2.937000,0,2.164800,0
2020,5,27,1,10,3.847800,0,3.128400,0,1.986600,0
2020,5,27,1,20,3.610200,0,3.352800,0,1.815000,0
2020,5,27,1,30,3.352800,0,3.603600,0,1.755600,0
2020,5,27,1,40,3.135000,0,3.795000,0,1.801800,0
2020,5,27,1,50,2.930400,0,3.907200,0,1.980000,0
2020,5,27,2,0,2.772000,0,4.006200,0,2.026200,0
2020,5,27,2,10,2.719200,0,4.138200,0,1.933800,0
2020,5,27,2,20,2.659800,0,4.296600,0,1.808400,0
2020,5,27,2,30,2.613600,0,4.408800,0,1.676400,0
2020,5,27,2,40,2.574000,0,4.514400,0,1.709400,0
2020,5,27,2,50,2.534400,0,4.606800,0,1.920600,0
2020,5,27,3,0,2.607000,0,4.646400,0,1.999800,0
2020,5,27,3,10,2.593800,0,4.613400,0,1.788600,0
2020,5,27,3,20,2.567400,0,4.600200,0,1.702800,0
2020,5,27,3,30,2.640000,0,4.573800,0,1.650000,0
2020,5,27,3,40,2.567400,0,4.620000,0,1.577400,0
2020,5,27,3,50,2.917200,0,4.659600,0,1.518000,0
2020,5,27,4,0,3.187800,0,4.705800,0,1.452000,0
2020,5,27,4,10,3.478200,0,4.672800,0,1.313400,0
2020,5,27,4,20,3.808200,0,4.633200,0,1.194600,0
2020,5,27,4,30,4.184400,0,4.514400,0,1.161600,0
2020,5,27,4,40,4.527600,0,4.389000,0,1.333200,0
2020,5,27,4,50,4.804800,0,4.125000,0,1.564200,0
2020,5,27,5,0,4.732200,0,3.841200,0,1.656600,1
2020,5,27,5,10,4.636500,1,3.451800,0,1.907400,0
2020,5,27,5,20,4.356000,0,3.108600,0,1.993200,0
2020,5,27,5,30,4.488000,0,2.673000,0,1.980000,0
2020,5,27,5,40,4.910400,0,2.184600,0,2.006400,0
2020,5,27,5,50,4.798200,0,1.716000,0,2.105400,0
2020,5,27,6,0,4.270200,0,1.412400,0,2.191200,0
2020,5,27,6,10,3.524400,0,1.247400,0,2.184600,0
2020,5,27,6,20,3.636600,0,1.168200,0,2.138400,0
2020,5,27,6,30,3.821400,0,1.148400,0,2.178000,0
2020,5,27,6,40,3.900600,0,1.168200,0,2.283600,0
2020,5,27,6,50,4.105200,0,1.174800,0,2.369400,0
2020,5,27,7,0,4.105200,0,1.333200,0,2.435400,0
2020,5,27,7,10,4.257000,0,1.676400,0,2.534400,0
2020,5,27,7,20,4.290000,0,2.244000,0,2.640000,0
2020,5,27,7,30,4.329600,0,2.745600,0,2.739000,0
2020,5,27,7,40,4.323000,0,3.121800,0,2.818200,0
2020,5,27,7,50,4.712400,0,3.531000,0,2.970000,0
2020,5,27,8,0,5.035800,0,3.887400,0,3.194400,0
2020,5,27,8,10,5.009400,0,4.105200,0,3.669600,0
2020,5,27,8,20,5.445000,0,4.177800,0,4.408800,0
2020,5,27,8,30,5.953200,0,4.158000,0,4.494600,0
2020,5,27,8,40,6.494400,0,4.125000,0,4.560600,0
2020,5,27,8,50,6.963000,0,4.131600,0,4.613400,0
2020,5,27,9,0,7.273200,0,4.237200,0,4.593600,0
2020,5,27,9,10,7.590000,0,4.342800,0,4.620000,0
2020,5,27,9,20,7.378800,0,4.323000,0,4.699200,0
2020,5,27,9,30,7.880400,0,4.270200,0,4.824600,0
2020,5,27,9,40,8.091600,0,4.191000,0,4.903800,0
2020,5,27,9,50,7.755000,0,3.993000,0,4.923600,0
2020,5,27,10,0,8.573400,0,3.775200,0,4.877400,0
2020,5,27,10,10,8.230200,0,3.722400,0,4.844400,0
2020,5,27,10,20,7.880400,0,3.722400,0,4.897200,0
2020,5,27,10,30,7.761600,0,3.742200,0,4.956600,0
2020,5,27,10,40,8.032200,0,3.795000,0,4.903800,0
2020,5,27,10,50,8.322600,0,3.847800,0,5.009400,0
2020,5,27,11,0,8.263200,0,3.920400,0,5.537400,0
2020,5,27,11,10,8.500800,0,4.026000,0,5.682600,0
2020,5,27,11,20,8.712000,0,4.125000,0,5.676000,0
2020,5,27,11,30,8.632800,0,4.184400,0,5.867400,0
2020,5,27,11,40,8.547000,0,4.197600,0,5.834400,0
2020,5,27,11,50,8.309400,0,4.184400,0,5.847600,0
2020,5,27,12,0,7.933200,0,4.191000,0,5.907000,0
2020,5,27,12,10,7.702200,0,4.144800,0,5.920200,0
2020,5,27,12,20,7.319400,0,4.065600,0,5.880600,0
2020,5,27,12,30,7.141200,0,3.979800,0,5.841000,0
2020,5,27,12,40,7.022400,0,3.999600,0,5.775000,0
2020,5,27,12,50,6.936600,0,3.993000,0,5.768400,0
2020,5,27,13,0,6.916800,0,3.946800,0,6.039000,0
2020,5,27,13,10,6.890400,0,3.913800,0,6.428400,0
2020,5,27,13,20,6.824400,0,3.913800,0,6.982800,0
2020,5,27,13,30,6.778200,0,3.900600,0,6.916800,0
2020,5,27,13,40,6.732000,0,3.834600,0,6.765000,0
2020,5,27,13,50,6.633000,0,3.682800,0,6.738600,0
2020,5,27,14,0,6.685800,0,3.491400,0,6.784800,0
2020,5,27,14,10,6.685800,0,3.293400,0,6.784800,0
2020,5,27,14,20,6.626400,0,3.154800,0,6.586800,0
2020,5,27,14,30,6.402000,0,3.082200,0,6.052200,0
2020,5,27,14,40,6.283200,0,3.069000,0,5.346000,0
2020,5,27,14,50,6.329400,0,3.141600,0,4.831200,0
2020,5,27,15,0,6.223800,0,3.267000,0,4.521000,0
2020,5,27,15,10,6.052200,0,3.399000,0,4.329600,0
2020,5,27,15,20,5.907000,0,3.498000,0,4.177800,0
2020,5,27,15,30,5.662800,0,3.564000,0,3.953400,0
2020,5,27,15,40,5.709000,0,3.623400,0,3.669600,0
2020,5,27,15,50,5.623200,0,3.715800,0,3.260400,0
2020,5,27,16,0,5.214000,0,3.847800,0,2.824800,0
2020,5,27,16,10,5.220600,0,3.986400,0,2.448600,0
2020,5,27,16,20,5.273400,0,4.131600,0,2.178000,0
2020,5,27,16,30,5.385600,0,4.263600,0,2.046000,0
2020,5,27,16,40,5.438400,0,4.356000,0,1.993200,0
2020,5,27,16,50,5.464800,0,4.356000,0,1.986600,0
2020,5,27,17,0,5.379000,0,4.257000,0,1.993200,0
2020,5,27,17,10,5.227200,0,4.111800,0,2.006400,0
2020,5,27,17,20,5.055600,0,3.927000,0,1.993200,0
2020,5,27,17,30,4.890600,0,3.768600,0,1.953600,0
2020,5,27,17,40,4.725600,0,3.630000,0,1.848000,0
2020,5,27,17,50,4.527600,0,3.498000,0,1.702800,0
2020,5,27,18,0,4.309800,0,3.399000,0,1.537800,0
2020,5,27,18,10,4.144800,0,3.267000,0,1.366200,0
2020,5,27,18,20,3.979800,0,3.115200,0,1.260600,0
2020,5,27,18,30,3.841200,0,3.049200,0,1.320000,0
