epoch,step,test_loss,train_loss,val_loss
0,16,,,0.07426199316978455
0,16,,0.01761258952319622,
1,33,,,0.0113916527479887
1,33,,0.008734622970223427,
2,50,,,0.00781925953924656
2,50,,0.007243270520120859,
3,67,,,0.007271234877407551
3,67,,0.006345382425934076,
4,84,,,0.005869862623512745
4,84,,0.0057916464284062386,
5,101,,,0.00729771051555872
5,101,,0.005525522865355015,
6,118,,,0.005591870751231909
6,118,,0.005203386303037405,
7,135,,,0.004994052927941084
7,135,,0.004884704481810331,
8,152,,,0.004791521467268467
8,152,,0.004727320745587349,
9,169,,,0.004835283849388361
9,169,,0.004573725629597902,
10,186,,,0.005051387939602137
10,186,,0.004483126103878021,
11,203,,,0.004509410820901394
11,203,,0.004404934123158455,
12,220,,,0.005049576051533222
12,220,,0.004282689653337002,
13,237,,,0.004922843538224697
13,237,,0.004248378798365593,
14,254,,,0.004358305595815182
14,254,,0.0041204397566616535,
15,271,,,0.00470040924847126
15,271,,0.004120137542486191,
16,288,,,0.004347667563706636
16,288,,0.003966072574257851,
17,305,,,0.007050934247672558
17,305,,0.003973339218646288,
18,322,,,0.004702499136328697
18,322,,0.003834955859929323,
19,339,,,0.00440639303997159
19,339,,0.0038051039446145296,
20,356,,,0.004010508302599192
20,356,,0.0038105081766843796,
21,373,,,0.003941069357097149
21,373,,0.0038203406147658825,
22,390,,,0.004303933586925268
22,390,,0.0037140934728085995,
23,407,,,0.004385408014059067
23,407,,0.003749540075659752,
24,424,,,0.005399296060204506
24,424,,0.0036569491494446993,
25,441,,,0.0038067998830229044
25,441,,0.0037269783206284046,
26,458,,,0.0038554284255951643
26,458,,0.003596819005906582,
27,475,,,0.005333263892680407
27,475,,0.003631856292486191,
28,492,,,0.004212366417050362
28,492,,0.0037011317908763885,
29,509,,,0.006578709464520216
29,509,,0.0035813848953694105,
30,526,,,0.003669243073090911
30,526,,0.0037057793233543634,
31,543,,,0.004634961485862732
31,543,,0.003475185250863433,
32,560,,,0.005054453853517771
32,560,,0.0034853096585720778,
33,577,,,0.004400832578539848
33,577,,0.0034695786889642477,
34,594,,,0.0040027848444879055
34,594,,0.0035032040905207396,
35,611,,,0.003830739762634039
35,611,,0.0034638983197510242,
36,628,,,0.003935554064810276
36,628,,0.0035241541918367147,
37,645,,,0.004906910005956888
37,645,,0.0034164113458245993,
38,662,,,0.004751918837428093
38,662,,0.003441804787144065,
39,679,,,0.0038148132152855396
39,679,,0.0033996582496911287,
40,696,,,0.003878750139847398
40,696,,0.0034071675036102533,
41,713,,,0.003608634462580085
41,713,,0.003441078821197152,
42,730,,,0.0038782504852861166
42,730,,0.003464460140094161,
43,747,,,0.0037662493996322155
43,747,,0.0034805191680788994,
44,764,,,0.0041880193166434765
44,764,,0.0033417479135096073,
45,781,,,0.006645789369940758
45,781,,0.003386938478797674,
46,798,,,0.004391036462038755
46,798,,0.003361799055710435,
47,815,,,0.0048880078829824924
47,815,,0.0033646980300545692,
48,832,,,0.004296912811696529
48,832,,0.003417396219447255,
49,849,,,0.003936994820833206
49,849,,0.003330344334244728,
50,850,0.003962862771004438,,
